Date,Description,Amount,Schedule C Category
04-22-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,138.47,COGS:Materials & Supplies
04-22-21,IB INTERNET TRANSFER FROM ACCOUNT *8069,182,Account Transfers
04-22-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #0759,-60,Owners Draw
04-22-21,Debit Card O'REILLY AUTO P SULPHUR SPRI NT #4349,-27.03,COGS:Materials & Supplies
04-22-21,Debit Card JOE BOBS #2 SULPHUR SPRI NT #4349,-42.93,Vehicle Expenses:Fuel
04-22-21,Debit Card JOE BOBS #2 SULPHUR SPRI NT #4349,-16.74,Vehicle Expenses:Fuel
04-22-21,Debit Card ATWOOD SULPHUR S SULPHUR SPRI NT #4349,-87.64,COGS:Materials & Supplies
04-22-21,Debit Card PIZZA INN SULPHUR SPRI NT #4349,-40.57,Meals
04-22-21,Debit Card SQ *CARDEN CIRCU Springfield M #4349,-25,Owners Draw
04-22-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-228.96,COGS:Materials & Supplies
04-22-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-13.24,COGS:Materials & Supplies
04-22-21,Debit Card SQ *CARDEN CIRCU Springfield M #4349,-32,Owners Draw
04-22-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-82.34,COGS:Materials & Supplies
04-22-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-32.18,COGS:Materials & Supplies
04-22-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-148.74,COGS:Materials & Supplies
04-22-21,Debit Card PP*Carden Intern SPRINGFIELD M #4349,-23.48,Advertising and Promotion
04-22-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-22-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-22-21,Cash Roundup Transfer,-5.51,Miscellaneous Expenses
04-23-21,Deposit,805,Business Income
04-23-21,Deposit,4495,Business Income
04-23-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-18.71,Business Supplies
04-23-21,Debit Card E-Z MART 4282 SULPHUR SPRI NT #4349,-17.1,Vehicle Expenses:Fuel
04-23-21,Debit Card BURGERLAND SULPHUR SPRI NT #4349,-22.78,Meals
04-23-21,Debit Card CHICK-FIL-A #041 SULPHUR SPRI NT #0759,-21.43,Meals
04-23-21,Debit Card BURGER KING #406 SULPHUR SPRI NT #0759,-11.36,Meals
04-23-21,Debit Card OPTIMUM OUTCOMES 877-7959819 A #4349,-127.37,Owners Draw
04-23-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #0759,-9.94,Meals
04-23-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-81.84,COGS:Materials & Supplies
04-23-21,Debit Card WINDHAM PROS-FIC 800-969-0059 N #0759,-125,Legal & Professional Services
04-23-21,Debit Card SQ *BELLA STYLE gosq.com T #4349,-19.16,Owners Draw
04-23-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-19.11,Meals
04-23-21,Cash Roundup Transfer,-5.2,Miscellaneous Expenses
04-26-21,Deposit,633,Business Income
04-26-21,ACH Square Inc 210426 P2,1337.44,Business Income
04-26-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,23.8,COGS:Materials & Supplies
04-26-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,82.34,COGS:Materials & Supplies
04-26-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-14.47,Business Supplies
04-26-21,Debit Card O'REILLY AUTO P SULPHUR SPRI NT #4349,-47.54,COGS:Materials & Supplies
04-26-21,Debit Card SHELL SERVICE S TYLER T #4349,-12.16,Vehicle Expenses:Fuel
04-26-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-32.56,Business Supplies
04-26-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-9.48,Business Supplies
04-26-21,Debit Card JOE BOBS SULPHUR SPRI NT #4349,-7.9,Vehicle Expenses:Fuel
04-26-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #0759,-39.28,Business Supplies
04-26-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.33,Business Supplies
04-26-21,Debit Card PETSENSE #7005 SULPHUR SPRI NT #0759,-136.02,Owners Draw
04-26-21,Debit Card LTG TEXARKANA TR NASH T #4349,-345.9,Repairs & Maintenance:Equipment
04-26-21,Debit Card BURGER KING #406 SULPHUR SPRI NT #0759,-8.11,Meals
04-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-13.61,Meals
04-26-21,Debit Card MAC TOOLS - GILM 309-922-9237 T #4349,-100,COGS:Materials & Supplies
04-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-82.34,COGS:Materials & Supplies
04-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-143.99,COGS:Materials & Supplies
04-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-17,COGS:Materials & Supplies
04-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-23.8,COGS:Materials & Supplies
04-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-23.8,COGS:Materials & Supplies
04-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-11.74,COGS:Materials & Supplies
04-26-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
04-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
04-26-21,Debit Card LOS MOCHIS MEXIC SULPHUR SPRI NT #4349,-91.58,Meals
04-26-21,Debit Card BURGER KING #406 SULPHUR SPRI NT #0759,-16.31,Meals
04-26-21,Debit Card INSTACART SAN FRANCISC OC #4349,-18.45,Owners Draw
04-26-21,Debit Card Amazon Kids+*IE5 888-802-3080 W #4349,-7.45,Owners Draw
04-26-21,Debit Card STATE FARM INSU 8009566310 I #4349,-342.93,Business Insurance
04-26-21,Debit Card INSTACART SAN FRANCISC OC #4349,-285,Owners Draw
04-26-21,Debit Card CTS*FRONTIER ONL 800-921-8101 C #4349,-101.94,Utilities:Internet
04-26-21,Debit Card WHATABURGER 773 SULPHUR SPRI NT #4349,-5.63,Meals
04-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-26-21,Debit Card EXXONMOBIL 97 PARIS T #4349,-41.51,Vehicle Expenses:Fuel
04-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
04-26-21,Debit RCR DISNEYPLUS 888-9057888 C #4349,-8.65,Owners Draw
04-26-21,Debit RCR VZWRLSS*BILL PAY 800-922-0204 F #4349,-159.7,Utilities:Phone
04-26-21,Cash Roundup Transfer,-12.54,Miscellaneous Expenses
04-26-21,Check 3581,-625,Paid Checks
04-26-21,Check 3582,-600,Paid Checks
04-26-21,Check 3586,-900,Paid Checks
04-27-21,Deposit,600,Business Income
04-27-21,ACH Square Inc 210427 P2,289.1,Business Income
04-27-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.33,Business Supplies
04-27-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-23.88,Business Supplies
04-27-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-2.19,Business Supplies
04-27-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-10.91,Business Supplies
04-27-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-7.78,Business Supplies
04-27-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-21.18,Business Supplies
04-27-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-8.54,Meals
04-27-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-79.98,COGS:Materials & Supplies
04-27-21,Debit Card REDNECK TRAILER SULPHUR SPRI NT #4349,-57.79,COGS:Materials & Supplies
04-27-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
04-27-21,Debit Card DOMINO'S 6838 972-722-2073 T #4349,-100,Meals
04-27-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-27-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-100,Owners Draw
04-27-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-27-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-8.64,Office Expenses:Software
04-27-21,Cash Roundup Transfer,-4.14,Miscellaneous Expenses
04-27-21,Check 3580,-625,Paid Checks
04-28-21,ACH Square Inc 210428 P2,1580.76,Business Income
04-28-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-8.62,Business Supplies
04-28-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-20.64,Business Supplies
04-28-21,Debit Card PAYPAL *CANVASPE 4029357733 C #4349,-25.93,Financial Fees:Payment Processing
04-28-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-40.97,COGS:Materials & Supplies
04-28-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-18.69,COGS:Materials & Supplies
04-28-21,Debit Card PLAYSTATION NETW FOSTER CITY C #4349,-64.94,Owners Draw
04-28-21,Debit Card Prime Video*DX8R 888-802-3080 W #4349,-16.23,Owners Draw
04-28-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-28-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
04-28-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-22.02,Meals
04-28-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-7.57,Owners Draw
04-28-21,Cash Roundup Transfer,-3.57,Miscellaneous Expenses
04-28-21,Check 3583,-1000,Paid Checks
04-28-21,Check 3584,-140.25,Paid Checks
04-28-21,Check 3585,-650,Paid Checks
04-28-21,Check 3587,-250,Paid Checks
04-29-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #0759,-60,Owners Draw
04-29-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-12.7,Vehicle Expenses:Fuel
04-29-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-29-21,Cash Roundup Transfer,-0.48,Miscellaneous Expenses
04-30-21,Deposit,1760.08,Business Income
04-30-21,Deposit,375,Business Income
04-30-21,ACH Square Inc 210430 P2,1487.4,Business Income
04-30-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,106.03,COGS:Materials & Supplies
04-30-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #0759,-60,Owners Draw
04-30-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-18.06,Business Supplies
04-30-21,Debit Card PETSENSE #7005 SULPHUR SPRI NT #0759,-23.79,Owners Draw
04-30-21,Debit Card JOE BOB'S #5 COMO T #4349,-15.7,Owners Draw
04-30-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #0759,-36.99,Business Supplies
04-30-21,Debit Card DONUT SUPREME SULPHUR SPRI NT #4349,-7.55,Owners Draw
04-30-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-159.68,COGS:Materials & Supplies
04-30-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-46.27,COGS:Materials & Supplies
04-30-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-51.54,COGS:Materials & Supplies
04-30-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-155.03,COGS:Materials & Supplies
04-30-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-28.79,COGS:Materials & Supplies
04-30-21,Debit Card WENDY'S 11637 SULPHUR SPRI NT #0759,-32.24,Meals
04-30-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-30-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-4.33,Meals
04-30-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
04-30-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-100,Owners Draw
04-30-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-9.73,Office Expenses:Software
04-30-21,IB INTERNET TRANSFER TO ACCOUNT *7478,-935,Account Transfers
04-30-21,ACH BB&T LOAN PHONEPYMNT,-500,Loan Payments
04-30-21,Cash Roundup Transfer,-6.66,Miscellaneous Expenses
05-03-21,Deposit,5600,Business Income
05-03-21,Deposit,2695.42,Business Income
05-03-21,ACH Square Inc 210503 P2,375.45,Business Income
05-03-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #4349,-60,Owners Draw
05-03-21,Debit Card WAL-MART #0417 SULPHUR SPRI NT #0759,-209.24,Business Supplies
05-03-21,Debit Card SUPER HANDY 6 SULPHUR SPRI NT #0759,-16.33,Business Supplies
05-03-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-19.67,Business Supplies
05-03-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-18.06,Business Supplies
05-03-21,Debit Card WM SUPERCENTER # SULPHUR SPRI NT #0759,-52.18,Business Supplies
05-03-21,Debit Card JOES FAST LANE SULPHUR SPRI NT #4349,-22.27,Vehicle Expenses:Fuel
05-03-21,Debit Card JOE BOBS #2 SULPHUR SPRI NT #4349,-17.87,Vehicle Expenses:Fuel
05-03-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-9.95,Business Supplies
05-03-21,Debit Card BODACIOUS BBQ SULPHUR SPRI NT #4349,-10.92,Meals
05-03-21,Debit Card MAC TOOLS - GILM 309-922-9237 T #4349,-99.99,COGS:Materials & Supplies
05-03-21,Debit Card COLLEGE PAY AMARILLO T #4349,-3.36,Owners Draw
05-03-21,Debit Card COLLEGE PAY AMARILLO T #4349,-137,Owners Draw
05-03-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-100,Owners Draw
05-03-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-19.11,Meals
05-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-17,COGS:Materials & Supplies
05-03-21,Debit Card CHICKEN EXPRESS- SULPHUR SPRI NT #0759,-14.6,Meals
05-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-950,COGS:Materials & Supplies
05-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-4.29,COGS:Materials & Supplies
05-03-21,Debit Card PAYPAL *LARAMIES 4029357733 C #4349,-9.5,Financial Fees:Payment Processing
05-03-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
05-03-21,Debit Card PIZZA INN SULPHUR SPRI NT #0759,-34.22,Meals
05-03-21,Debit Card BURGER KING #406 SULPHUR SPRI NT #4349,-7.24,Meals
05-03-21,Debit Card TST* CORNER GRUB SULPHUR SPRI NT #4349,-47.69,Meals
05-03-21,Debit Card DOMINO'S 6838 972-722-2073 T #4349,-36.35,Meals
05-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-16.04,COGS:Materials & Supplies
05-03-21,Debit Card CITY OF SULPHUR SULPHUR SPRI NT #4349,-252.18,Utilities:Water
05-03-21,Debit Card Prime Video*KG4C 888-802-3080 W #4349,-4.32,Owners Draw
05-03-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.91,Meals
05-03-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-5.82,Meals
05-03-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
05-03-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-24.87,Office Expenses:Software
05-03-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-7.57,Office Expenses:Software
05-03-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-21.64,Owners Draw
05-03-21,Cash Roundup Transfer,-13.99,Miscellaneous Expenses
05-03-21,Check 3550,-27.46,Paid Checks
05-03-21,Check 3552,-800,Paid Checks
05-03-21,Check 3553,-900,Paid Checks
05-03-21,Check 3556,-600,Paid Checks
05-04-21,ACH Square Inc 210504 P2,145.97,Business Income
05-04-21,ATM Withdrawal 1320 MOCKINGBIRD LA SULPHUR SPRI NT #4349,-62.5,Owners Draw
05-04-21,Debit Card NOYO INC SULPHUR SPRI NT #4349,-8.51,Business Supplies
05-04-21,Debit Card WAL-MART #0417 SULPHUR SPRI NT #0759,-100.31,Business Supplies
05-04-21,Debit Card SUPER HANDY SULPHUR SPRI NT #0759,-8,Business Supplies
05-04-21,Debit Card PAYPAL *JADYLANE 4029357733 C #4349,-20.88,Financial Fees:Payment Processing
05-04-21,Debit Card BOARDWAY SUPER B SULPHUR SPRI NT #0759,-28.1,Business Supplies
05-04-21,Debit Card SONIC DRIVE IN # SULPHUR SPRI NT #4349,-29.45,Meals
05-04-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-200,Owners Draw
05-04-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-7.33,Meals
05-04-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-21.89,Meals
05-04-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.91,Meals
05-04-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-10,Owners Draw
05-04-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-10.68,Meals
05-04-21,ACH ROBINHOOD Funds,-200,Owners Draw
05-04-21,Cash Roundup Transfer,-3.94,Miscellaneous Expenses
05-04-21,Check 3554,-1000,Paid Checks
05-05-21,ACH Square Inc 210505 P2,417.35,Business Income
05-05-21,Debit Card CANHELP SULPHUR SPRI NT #0759,-35.99,Business Supplies
05-05-21,Debit Card REHKOPF FAMILY F SULPHUR SPRI NT #4349,-5.77,Owners Draw
05-05-21,Debit Card Prime Video*2L70 888-802-3080 W #4349,-4.32,Owners Draw
05-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-7.19,COGS:Materials & Supplies
05-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-1.59,COGS:Materials & Supplies
05-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-99.43,COGS:Materials & Supplies
05-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-18.12,COGS:Materials & Supplies
05-05-21,Debit Card AMAZON.COM*0363H SEATTLE W #4349,-56.22,Business Supplies
05-05-21,Debit Card AMAZON.COM*C41DD SEATTLE W #4349,-18.39,Business Supplies
05-05-21,Debit Card AMAZON.COM*2L4XY SEATTLE W #4349,-120.44,Business Supplies
05-05-21,Debit Card AMAZON.COM*2L82U SEATTLE W #4349,-19.22,Business Supplies
05-05-21,"Debit Card STUBHUB, INC. 8667882482 C #4349",-267.84,Owners Draw
05-05-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
05-05-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
05-05-21,ACH ACUITY INS PREM,-1551.18,Business Insurance
05-05-21,ACH CAPITAL ONE MOBILE PMT,-250,Owners Draw
05-05-21,Cash Roundup Transfer,-6.48,Miscellaneous Expenses
05-05-21,Check 3558,-250,Paid Checks
05-05-21,Check 3555,-650,Paid Checks
05-06-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-7.6,Business Supplies
05-06-21,Debit Card BODACIOUS BBQ SULPHUR SPRI NT #0759,-21.09,Meals
05-06-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-46.88,COGS:Materials & Supplies
05-06-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-54.06,COGS:Materials & Supplies
05-06-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
05-06-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-15.33,Meals
05-06-21,Automatic Loan Pmt LN PyXXXXXX0645 1,-262.22,Loan Payments
05-06-21,ACH AM INCOME LIFE INS.PREM 800-433-3405,-76.53,Owners Draw
05-06-21,ACH AM INCOME LIFE INS.PREM 800-433-3405,-22.98,Owners Draw
05-06-21,Cash Roundup Transfer,-3.22,Miscellaneous Expenses
05-06-21,Check 3551,-1517.74,Paid Checks
05-07-21,Deposit,6500,Business Income
05-07-21,ACH Square Inc 210507 P2,125.1,Business Income
05-07-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-19.56,Business Supplies
05-07-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-40.07,Business Supplies
05-07-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-11.34,Business Supplies
05-07-21,Debit Card JOE BOB #3 SULPHUR SPRI NT #0759,-36.79,Owners Draw
05-07-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #0759,-6.35,Meals
05-07-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-88.36,COGS:Materials & Supplies
05-07-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-134.56,COGS:Materials & Supplies
05-07-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-101.32,COGS:Materials & Supplies
05-07-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-51.24,COGS:Materials & Supplies
05-07-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-167.88,COGS:Materials & Supplies
05-07-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-13.6,Meals
05-07-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-12.51,Meals
05-07-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-100,Owners Draw
05-07-21,Debit RCR PP*APPLE.COM/BIL 4029357733 C #4349,-10.81,Office Expenses:Software
05-07-21,IB INTERNET TRANSFER TO ACCOUNT *1628,-1425,Account Transfers
05-07-21,Cash Roundup Transfer,-6.61,Miscellaneous Expenses
05-10-21,Deposit,5720,Business Income
05-10-21,Deposit,2000,Business Income
05-10-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
05-10-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
05-10-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #0759,-704.25,Owners Draw
05-10-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1104.25,Owners Draw
05-10-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-904.25,Owners Draw
05-10-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #0759,-704.25,Owners Draw
05-10-21,ATM Withdrawal ROUTE 1 42K HIGHWAY DEVOL O #4349,-403.5,Owners Draw
05-10-21,ATM Withdrawal ROUTE 1 42K HIGHWAY DEVOL O #4349,-403.5,Owners Draw
05-10-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #0759,-97.37,Business Supplies
05-10-21,Debit Card DOLLAR GE DG 133 COMO T #0759,-20.36,Business Supplies
05-10-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-23.64,Business Supplies
05-10-21,Debit Card CN TRAVEL PLAZA- GRANT O #4349,-40.08,Vehicle Expenses:Fuel
05-10-21,Debit Card ATWOOD SULPHUR S SULPHUR SPRI NT #4349,-65.27,COGS:Materials & Supplies
05-10-21,Debit Card ATWOOD SULPHUR S SULPHUR SPRI NT #4349,-28.12,COGS:Materials & Supplies
05-10-21,Debit Card DOLLARTREE SULPHUR SPRI NT #4349,-5.41,Business Supplies
05-10-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-19.51,Business Supplies
05-10-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-8.34,Business Supplies
05-10-21,Debit Card SHELL SERVICE S HENRIETTA T #4349,-12.1,Vehicle Expenses:Fuel
05-10-21,Debit Card JOE BOBS SULPHUR SPRI NT #0759,-7.71,Vehicle Expenses:Fuel
05-10-21,Debit Card THE ARROW NOCONA T #4349,-50,Meals
05-10-21,Debit Card MAC TOOLS - GILM 309-922-9237 T #4349,-100,COGS:Materials & Supplies
05-10-21,Debit Card AMAZON.COM*LP3QE SEATTLE W #4349,-93.27,Business Supplies
05-10-21,Debit Card LIBERTY POWER HO 866-7693799 F #4349,-115.56,Utilities:Electricity
05-10-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-175,Owners Draw
05-10-21,Debit Card INSTACART SAN FRANCISC OC #4349,-274.29,Owners Draw
05-10-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #0759,-18.91,Meals
05-10-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
05-10-21,Debit Card SQ *MARY KAY IND SULPHUR SPGS T #0759,-22,Owners Draw
05-10-21,Debit Card Prime Video*2L2K 888-802-3080 W #4349,-32.46,Owners Draw
05-10-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
05-10-21,Debit Card EVI*CHOCTAW CASI GRANT O #4349,-1080,Owners Draw
05-10-21,Debit Card SQ *ENCHANTED RA gosq.com O #0759,-53,Owners Draw
05-10-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-13.91,Meals
05-10-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
05-10-21,Cash Roundup Transfer,-10.05,Miscellaneous Expenses
05-10-21,Check 3557,-195.36,Paid Checks
05-10-21,Check 3563,-600,Paid Checks
05-11-21,Deposit,6513.4,Business Income
05-11-21,Debit Card JOE BOBS #2 SULPHUR SPRI NT #4349,-24,Vehicle Expenses:Fuel
05-11-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-32.07,Business Supplies
05-11-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-18.33,Business Supplies
05-11-21,Debit Card SONIC DRIVE IN # BELLS T #4349,-16.28,Meals
05-11-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-7.99,Meals
05-11-21,Debit Card AMAZON.COM*2L00G SEATTLE W #4349,-66.63,Business Supplies
05-11-21,Debit Card SQ *GRANNY'S DON Sulphur Spri nT #0759,-6.71,Meals
05-11-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-5.82,Meals
05-11-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-7.55,Meals
05-11-21,Debit RCR NETFLIX COM LOS GATOS C #4349,-19.2,Owners Draw
05-11-21,ACH LTG TEXARKANA T PURCHASE TELECHK 800-697-926 CK 3559,-2616.23,Repairs & Maintenance:Equipment
05-11-21,ACH CAPITAL ONE MOBILE PMT,-250,Owners Draw
05-11-21,Cash Roundup Transfer,-4.42,Miscellaneous Expenses
05-11-21,Check 3560,-1734.77,Paid Checks
05-11-21,Check 3561,-1000,Paid Checks
05-11-21,Check 3562,-650,Paid Checks
05-12-21,ACH Square Inc 210512 P2,454.87,Business Income
05-12-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #0759,-360,Owners Draw
05-12-21,Debit Card REHKOPF FAMILY F SULPHUR SPRI NT #4349,-4.15,Owners Draw
05-12-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-17.79,Business Supplies
